level_pct,vibration_rms,weight_kg,flow_rate,inlet_flow,outlet_flow,blocked
89.87504950151309,3.493476242559638,8.370104214594821,20.90680606480393,0,1,0
51.01947975329254,2.756922860872721,7.060785172436225,14.726608372010215,1,1,0
92.86193351369337,2.4366926658205736,6.237877490505844,23.64855019606717,1,1,1
12.275242150604196,3.7703114994948415,4.9401645663351506,15.658522130387077,1,1,1
59.66202487955267,4.188559405194585,7.869561868763869,24.66860151815697,1,1,1
38.88379259395453,3.7484467783529016,8.623630398788329,16.106027522646695,1,1,0
77.17110862872265,3.6874061779684073,11.396074056240705,16.908882971369387,1,1,1
20.707503452962563,1.7516802079249116,11.965211567814544,16.74467157726557,1,1,0
83.44717467688908,1.8694200703753336,10.826106513983436,11.484719375386158,1,1,0
53.954726068714834,1.5377627706334238,9.021487721846494,14.924653417829385,0,1,1
86.19935717443896,1.2927411131312965,11.929926965464228,19.305357858856503,1,1,1
47.94381714552856,1.3427919729418367,2.30458963032191,22.103979998294705,1,1,0
43.744664995647184,0.37750083908029836,7.902949663949654,15.73564955602718,1,0,1
76.00520457898965,2.290072244391197,2.1685709514413003,14.133846336938225,1,1,1
93.57376999380092,2.56515156789941,4.853449676457402,23.99286655635242,1,1,1
38.27532133871859,3.3399694582336625,1.5738722216858445,17.88232551918464,1,1,1
92.20395823846114,2.4762441328872087,7.016034401370921,22.21802981372454,1,0,1
88.61237489888775,0.9329740677687159,3.2507488217577034,12.83358033272394,1,1,0
20.9923327185783,2.1134768745124055,9.154987518070197,25.237182277686088,1,1,0
59.796645516009285,2.2343160735600587,1.2608768668443255,26.612016065804145,1,1,1
68.43782710082684,1.0282475969004754,9.258052762987237,8.925457994611186,1,0,1
89.85233112162504,3.4632586343791663,8.19813394248125,26.35143603043816,1,1,1
64.9091675269178,0.95981629254923,9.248516271797454,19.857333713792503,1,1,0
17.005617990652382,1.487587841818802,9.363885277969006,8.387415251638018,1,1,0
49.808083890683704,3.941365483443317,11.643717744071699,8.959287870569998,1,0,1
49.42578505605034,3.1939963636447173,10.849415526015688,21.86275009005761,1,1,1
50.02035704138713,3.587571311644605,9.28254171999772,12.865842390136786,1,0,1
91.27240574983225,1.6981915136705024,9.400321647323363,16.110578034782968,1,1,1
36.49436598400293,3.169305520705696,2.769373881535282,18.769867212615505,0,1,0
25.139403210039436,1.3301818609524874,7.59682549954002,17.374786926200553,0,1,0
51.98783019903029,1.9559484552892983,8.136254836870814,11.027560793951187,1,1,1
62.705383156852534,2.2721820158519215,6.787317842904488,15.861582786912436,1,1,1
89.51963480816079,3.424323454614994,3.6986867067366394,27.949478979817094,1,0,1
57.38142205823412,0.686311539030082,10.463575949553025,27.900333409646436,0,0,0
29.105005126242965,4.084576948189689,10.295660080125504,16.01482569101927,0,1,0
88.67972257772603,0.5263210566648298,10.413080638175833,27.164125498439976,1,1,0
49.25527561512289,3.4027286394194296,9.800595942039582,19.421277372321278,1,1,1
65.82207784401733,1.1617132610805438,5.635784628476489,21.226514397578722,1,1,1
47.843501942786176,0.7171835274914675,3.9662746371695565,22.26853307199326,1,1,0
24.528202377979557,3.8350472853470703,7.641480294816011,27.081206713037297,1,1,1
67.32968402395045,1.9199566845677907,9.902530008773574,14.268688800566126,0,1,1
74.35674347825694,3.602698829776547,4.089240634588911,25.578332597064282,1,0,1
22.17096547326839,1.6880974354712321,11.531588480509317,24.247569204004982,1,1,0
46.39244114736334,0.9878945142439413,10.232409462170308,25.60292336057956,1,1,1
37.563355391171825,1.2422995252591214,8.762349070996809,21.779650280580025,1,1,0
20.365683750164735,2.420211325144921,7.7863905190557015,24.853601227661333,1,1,0
24.92164938702085,3.9767323023446597,1.3655301246067955,23.977231680182506,1,1,0
91.62566701937406,1.810391327066134,2.0883060340334563,24.810502286771133,1,1,1
84.58007464686031,2.0911899988030647,9.16955829227468,22.186214411507514,0,1,0
39.40626435753013,0.34113871380848365,8.341065860351474,22.713558668072448,1,1,0
71.55259188215395,2.183900347195151,5.309170448833088,11.673358213339135,1,1,1
8.777123346314346,1.735033447796592,9.137934350481597,18.388905470783627,1,1,0
87.35514811161552,1.7223817430437387,5.291397325088501,13.13844522157604,1,1,1
53.3453766092692,2.633702842501669,5.093512889604382,27.549199789623767,1,1,1
78.82410231661494,3.423084001300202,1.8335025512125036,8.691448762417775,1,0,1
29.83444318086562,1.1017431955577675,10.693904521877114,11.047532727095827,1,1,1
38.8511431861161,1.5683320709465691,1.2993713981823867,9.208039468017219,1,1,1
36.32393470206475,2.333991526650158,9.597859287763352,14.808380430218916,1,1,0
92.51957009401303,3.6191359569442767,10.176670829528447,17.328504919711115,1,1,1
43.65138946304604,2.444214713113195,3.595880080663419,14.583673272281032,1,0,1
49.9723466478797,0.5964962533335567,9.980678584769517,21.98688247678158,1,1,0
91.03810370168536,4.057876022069381,11.8100440777726,27.46112859913529,1,1,1
86.28760295156643,1.2003362062976508,7.634931437768477,15.430666519805584,1,1,1
40.550945923412144,2.851555768984086,5.107026102818154,8.774361147446212,1,1,1
32.6622127756132,3.5643090531698167,5.293086693261627,13.709876496439644,1,1,1
77.63431425215343,0.3242625953538652,9.319055617643883,26.959295411241808,1,1,0
14.672443088235337,3.0892704101967037,1.7313295323052662,8.633452657262282,1,1,1
40.2970022326958,3.5856846520251753,3.569504887047262,14.079945824989661,0,1,0
83.87904354649476,2.862765402846472,1.0603615836832785,14.904248701688783,1,1,1
87.58781733493879,2.574455161609585,8.871993766888163,22.031531742398812,1,1,1
26.012864179548664,0.9937458972297109,11.39881344249866,20.948281967176733,0,1,0
12.084813545958935,4.124688026993252,9.915464831174335,13.795356328626987,1,1,0
75.89547486123845,0.20876570276205692,11.49956352036693,22.31407453323235,0,1,0
60.960025885642125,3.9994527177702985,1.6134642091623332,9.207776908529276,1,1,1
26.375433586145352,3.453837810321433,9.330476459680057,23.182074713532362,1,0,0
50.530387478990576,3.819660500603977,11.048089483716701,16.911051502879648,1,1,1
11.427639986769488,0.3949674531703334,7.772846373826567,21.6193349188427,1,1,0
68.0078588470532,3.8245116142786135,4.768947779839029,14.918082856032042,1,1,1
52.40529103694507,3.4490455538939933,9.896349068111684,21.99746609090367,1,1,1
68.4183077996014,3.3031077962744386,7.344602015935051,8.640555500045249,1,1,1
12.935243570862115,1.3765639300687027,6.559857032380719,26.67659492523064,1,1,0
63.033352097112825,1.1071352591759809,11.40615185266841,17.623175118963772,0,1,1
38.330229483028624,0.5288746437391005,10.5902407282456,15.742249099110667,1,1,1
49.93777093942472,3.4518944091481156,5.678598825717346,17.978172339279386,1,1,1
35.193424978266464,3.520414157976764,8.481791482723715,23.114657042950498,0,1,0
62.067787372289246,0.6354723128198174,7.117346512203568,21.012065251804987,1,1,0
56.14348415648061,0.7028206394101357,8.864225855325891,21.374713165736267,1,1,1
60.540328138209986,1.4844189467186204,9.025309436889893,19.124265816855743,1,1,1
10.704165861007187,1.0222756191558677,11.000720976065777,24.049784925642534,1,1,0
25.262744091011022,2.013061599654196,9.814623405372181,11.312994647492038,1,1,0
11.471410469425106,2.9950735589814856,11.363710417335179,23.939139975984183,1,1,0
39.49680648324195,3.42098305216193,2.6831629819701566,13.76284275721336,1,1,1
48.29076443981132,0.8039750650587989,8.153283147084302,8.345927739097041,1,0,1
15.110774848628466,1.7940763217057254,3.786968435974404,13.367622707829124,0,1,0
65.08301764033989,0.4276212721335962,11.611651625206939,21.667787304397866,1,1,1
48.86210806637343,1.6645414881950125,4.148867349523979,17.765610903989746,1,0,1
50.029674085837506,0.650770307214777,5.801316456937034,18.767235710356847,1,1,0
58.77192569025355,0.4906624854783764,6.51197917772507,26.241133393121267,1,1,1
89.13905564937076,1.4328745083505867,3.3487671988234764,14.941035213330862,0,1,1
57.99784699925588,0.8094083170867143,8.419764105301056,16.991942546460255,1,1,1
13.413430710559567,0.6109115105184426,10.355001157666942,26.4150173942703,1,1,0
18.182230446627017,0.6800068165708664,4.282278874743353,20.08938453075956,0,1,0
67.45038143291015,2.7497558834801086,11.361966953583458,10.607724856996454,1,1,1
34.03554957295093,0.6077464450148382,10.918821792842746,8.632306751251818,1,1,0
72.97585029516611,0.9644508925856623,1.8103088325438277,17.171422149984547,1,1,1
50.957492459931096,3.4379951641404896,5.78344240123224,27.36511339059546,1,1,0
39.17196945227082,1.6732513337488102,7.782440704962689,21.954625607029136,0,1,0
71.55038231853617,1.1147543132067075,8.255100952612185,19.385151856558416,1,1,1
21.468272544192416,4.070624819042767,11.45619938083324,10.407768129677327,1,1,1
30.633134216852085,4.103341011044797,3.526517742354102,9.743020860501293,0,1,0
31.274674010976117,2.1324187516020365,5.464520940170351,16.66672274630581,1,1,1
42.378623872365466,1.4991082261311435,5.682808756530403,14.399215365450374,1,1,0
86.64024643759305,3.2210190948654063,6.372123685183675,26.571380490951476,1,1,1
78.12856669803615,3.691057175503959,10.824827837293405,24.815841254800027,1,1,1
78.94430480851915,1.9011244105199812,3.2681406905610357,27.367146813459847,0,1,0
61.80348767500492,3.530323680069008,6.7285623719779,14.28972136412468,1,1,1
5.739243830279972,3.717625399772825,11.645415808100529,27.14658600138705,1,1,1
30.751974848804974,0.2249366147226371,3.1576964134775185,23.984463416642825,1,1,0
50.16194624203428,4.064443227586785,6.369213451117965,12.32887383883976,1,1,1
85.86092751802045,0.5090077782257076,11.596716929378895,23.359033429395897,1,0,1
37.7400582580157,1.5774449321359711,7.6498532333522835,8.974492481325163,1,1,0
54.55035171827015,3.8137477888599745,7.481689442292463,8.110165636912052,0,0,1
81.36903543151874,3.937027056426796,5.546763523280424,23.425348072450227,1,1,1
35.726584285738035,1.0398716158811159,7.878888723949484,14.428252915426082,1,1,0
72.3267352522288,1.7911349474764438,1.4011073399228287,16.240458804434663,1,1,1
58.55244928922303,3.2253639479086726,10.716377422326495,10.507713352740915,1,1,1
52.279870346862914,3.9636710915417335,1.3347145123311885,10.658154196758227,1,1,1
61.68118240030394,3.408550638510946,9.667352183078203,27.786937273900744,1,0,1
48.63694711559904,1.9109446144478597,7.632389285886374,8.848674875606497,0,1,0
15.167529977089822,4.061424501708973,7.294090437411587,16.4651903254628,1,1,0
85.7215203451128,1.7638321903611003,4.237028793824478,24.303403438779974,1,1,1
92.27594584942588,1.9213105330676898,9.0243662146458,21.563489075228873,1,1,0
79.98472910014601,4.039629834075866,4.6039098167722905,17.051115272044683,1,1,0
36.841267725761114,1.334191784212505,9.436589033055984,27.319978538903207,1,1,0
62.05232551639043,0.2836765365607648,11.949826241122668,26.36781730205676,1,1,1
74.36867854884476,1.3727935980542234,5.303691631419512,8.964031435534604,1,0,1
10.602264185683328,3.166768974986376,9.600612632701283,17.495765288740234,1,1,0
76.05008118449034,2.5204856053300215,2.5416516489080854,22.491149323243697,1,1,1
12.64050112870893,0.2812077416723516,8.259352155833437,13.370239880628294,0,1,0
89.58417682028391,1.0724003813680947,3.854526545830137,21.23189653174481,1,1,1
26.731533809599412,3.670934579874487,6.744203599969116,11.329959190297682,1,0,1
91.68279097060014,3.439746467700274,1.6756799028600708,10.906574374020527,1,0,1
